State,District ,Crop,Season
Maharashtra,HINGOLI,Wheat,Rabi       
Maharashtra,JALGAON,Wheat,Rabi       
Maharashtra,JALNA,Wheat,Rabi       
Maharashtra,KOLHAPUR,Wheat,Rabi       
Maharashtra,LATUR,Wheat,Rabi       
Maharashtra,NAGPUR,Wheat,Rabi       
Maharashtra,NANDED,Wheat,Rabi       
Maharashtra,NANDURBAR,Wheat,Rabi       
Maharashtra,NASHIK,Wheat,Rabi       
Maharashtra,OSMANABAD,Wheat,Rabi       
Maharashtra,PALGHAR,Wheat,Rabi       
Maharashtra,PARBHANI,Wheat,Rabi       
Maharashtra,PUNE,Wheat,Rabi       
Maharashtra,RAIGAD,Wheat,Rabi       
Maharashtra,SANGLI,Wheat,Rabi       
Maharashtra,SATARA,Wheat,Rabi       
Maharashtra,SOLAPUR,Wheat,Rabi       
Maharashtra,THANE,Wheat,Rabi       
Maharashtra,WARDHA,Wheat,Rabi       
Maharashtra,WASHIM,Wheat,Rabi       
Maharashtra,YAVATMAL,Wheat,Rabi       
Manipur,BISHNUPUR,Arhar/Tur,Kharif     
Manipur,CHANDEL,Arhar/Tur,Kharif     
Manipur,CHURACHANDPUR,Arhar/Tur,Kharif     
Manipur,IMPHAL EAST,Arhar/Tur,Kharif     
Manipur,IMPHAL WEST,Arhar/Tur,Kharif     
Manipur,SENAPATI,Arhar/Tur,Kharif     
Manipur,TAMENGLONG,Arhar/Tur,Kharif     
Manipur,THOUBAL,Arhar/Tur,Kharif     
Manipur,UKHRUL,Arhar/Tur,Kharif     
Manipur,BISHNUPUR,Banana,Whole Year 
Manipur,CHANDEL,Banana,Whole Year 
Manipur,CHURACHANDPUR,Banana,Autumn     
Manipur,IMPHAL EAST,Banana,Autumn     
Manipur,IMPHAL WEST,Banana,Whole Year 
Manipur,SENAPATI,Banana,Autumn     
Manipur,TAMENGLONG,Banana,Autumn     
Manipur,THOUBAL,Banana,Whole Year 
Manipur,UKHRUL,Banana,Autumn     
Manipur,CHANDEL,Cashewnut,Whole Year 
Manipur,IMPHAL EAST,Cashewnut,Whole Year 
Manipur,UKHRUL,Cashewnut,Whole Year 
Manipur,CHURACHANDPUR,Cotton(lint),Autumn     
Manipur,IMPHAL WEST,Cotton(lint),Rabi       
Manipur,BISHNUPUR,Cowpea(Lobia),Kharif     
Manipur,CHANDEL,Cowpea(Lobia),Kharif     
Manipur,CHURACHANDPUR,Cowpea(Lobia),Kharif     
Manipur,IMPHAL EAST,Cowpea(Lobia),Kharif     
Manipur,IMPHAL WEST,Cowpea(Lobia),Kharif     
Manipur,SENAPATI,Cowpea(Lobia),Kharif     
Manipur,TAMENGLONG,Cowpea(Lobia),Kharif     
Manipur,THOUBAL,Cowpea(Lobia),Kharif     
Manipur,UKHRUL,Cowpea(Lobia),Kharif     
Manipur,BISHNUPUR,Dry chillies,Autumn     
Manipur,CHANDEL,Dry chillies,Whole Year 
Manipur,CHURACHANDPUR,Dry chillies,Whole Year 
Manipur,IMPHAL EAST,Dry chillies,Rabi       
Manipur,IMPHAL WEST,Dry chillies,Rabi       
Manipur,SENAPATI,Dry chillies,Autumn     
Manipur,TAMENGLONG,Dry chillies,Autumn     
Manipur,THOUBAL,Dry chillies,Whole Year 
Manipur,UKHRUL,Dry chillies,Autumn     
Manipur,BISHNUPUR,Ginger,Summer     
Manipur,CHANDEL,Ginger,Autumn     
Manipur,CHURACHANDPUR,Ginger,Autumn     
Manipur,IMPHAL EAST,Ginger,Kharif     
Manipur,IMPHAL WEST,Ginger,Kharif     
Manipur,SENAPATI,Ginger,Autumn     
Manipur,TAMENGLONG,Ginger,Autumn     
Manipur,THOUBAL,Ginger,Autumn     
Manipur,UKHRUL,Ginger,Autumn     
Manipur,BISHNUPUR,Gram,Rabi       
Manipur,CHANDEL,Gram,Rabi       
Manipur,CHURACHANDPUR,Gram,Rabi       
Manipur,IMPHAL EAST,Gram,Rabi       
Manipur,IMPHAL WEST,Gram,Rabi       
Manipur,SENAPATI,Gram,Rabi       
Manipur,TAMENGLONG,Gram,Rabi       
Manipur,THOUBAL,Gram,Rabi       
Manipur,UKHRUL,Gram,Rabi       
Manipur,BISHNUPUR,Groundnut,Kharif     
Manipur,CHANDEL,Groundnut,Kharif     
Manipur,CHURACHANDPUR,Groundnut,Kharif     
Manipur,IMPHAL EAST,Groundnut,Kharif     
Manipur,IMPHAL WEST,Groundnut,Kharif     
Manipur,SENAPATI,Groundnut,Kharif     
Manipur,TAMENGLONG,Groundnut,Kharif     
Manipur,THOUBAL,Groundnut,Kharif     
Manipur,UKHRUL,Groundnut,Kharif     
Manipur,BISHNUPUR,Jute,Autumn     
Manipur,BISHNUPUR,Maize,Kharif     
Manipur,CHANDEL,Maize,Kharif     
Manipur,CHURACHANDPUR,Maize,Kharif     
Manipur,IMPHAL EAST,Maize,Kharif     
Manipur,IMPHAL WEST,Maize,Kharif     
Manipur,SENAPATI,Maize,Kharif     
Manipur,TAMENGLONG,Maize,Kharif     
Manipur,THOUBAL,Maize,Kharif     
Manipur,UKHRUL,Maize,Autumn     
Manipur,BISHNUPUR,Masoor,Rabi       
Manipur,CHANDEL,Masoor,Rabi       
Manipur,CHURACHANDPUR,Masoor,Rabi       
Manipur,IMPHAL EAST,Masoor,Rabi       
Manipur,IMPHAL WEST,Masoor,Rabi       
Manipur,SENAPATI,Masoor,Rabi       
Manipur,TAMENGLONG,Masoor,Rabi       
Manipur,THOUBAL,Masoor,Rabi       
Manipur,UKHRUL,Masoor,Rabi       
Manipur,BISHNUPUR,Moong(Green Gram),Kharif     
Manipur,CHANDEL,Moong(Green Gram),Kharif     
Manipur,CHURACHANDPUR,Moong(Green Gram),Kharif     
Manipur,IMPHAL EAST,Moong(Green Gram),Kharif     
Manipur,IMPHAL WEST,Moong(Green Gram),Kharif     
Manipur,SENAPATI,Moong(Green Gram),Kharif     
Manipur,TAMENGLONG,Moong(Green Gram),Kharif     
Manipur,THOUBAL,Moong(Green Gram),Kharif     
Manipur,UKHRUL,Moong(Green Gram),Kharif     
Manipur,BISHNUPUR,Onion,Kharif     
Manipur,CHANDEL,Onion,Rabi       
Manipur,CHURACHANDPUR,Onion,Autumn     
Manipur,IMPHAL EAST,Onion,Rabi       
Manipur,IMPHAL WEST,Onion,Autumn     
Manipur,SENAPATI,Onion,Autumn     
Manipur,THOUBAL,Onion,Whole Year 
Manipur,UKHRUL,Onion,Whole Year 
Manipur,BISHNUPUR,Other  Rabi pulses,Rabi       
Manipur,CHANDEL,Other  Rabi pulses,Rabi       
Manipur,CHURACHANDPUR,Other  Rabi pulses,Rabi       
Manipur,IMPHAL EAST,Other  Rabi pulses,Rabi       
Manipur,IMPHAL WEST,Other  Rabi pulses,Rabi       
Manipur,SENAPATI,Other  Rabi pulses,Rabi       
Manipur,TAMENGLONG,Other  Rabi pulses,Rabi       
Manipur,THOUBAL,Other  Rabi pulses,Rabi       
Manipur,UKHRUL,Other  Rabi pulses,Rabi       
Manipur,BISHNUPUR,Other Kharif pulses,Kharif     
Manipur,CHANDEL,Other Kharif pulses,Kharif     
Manipur,CHURACHANDPUR,Other Kharif pulses,Kharif     
Manipur,IMPHAL EAST,Other Kharif pulses,Kharif     
Manipur,IMPHAL WEST,Other Kharif pulses,Kharif     
Manipur,SENAPATI,Other Kharif pulses,Kharif     
Manipur,TAMENGLONG,Other Kharif pulses,Kharif     
Manipur,THOUBAL,Other Kharif pulses,Kharif     
Manipur,UKHRUL,Other Kharif pulses,Kharif     
Manipur,BISHNUPUR,Peas & beans (Pulses),Rabi       
Manipur,CHANDEL,Peas & beans (Pulses),Autumn     
Manipur,CHURACHANDPUR,Peas & beans (Pulses),Rabi       
Manipur,IMPHAL EAST,Peas & beans (Pulses),Autumn     
Manipur,IMPHAL WEST,Peas & beans (Pulses),Autumn     
Manipur,SENAPATI,Peas & beans (Pulses),Autumn     
Manipur,TAMENGLONG,Peas & beans (Pulses),Rabi       
Manipur,THOUBAL,Peas & beans (Pulses),Kharif     
Manipur,UKHRUL,Peas & beans (Pulses),Autumn     
Manipur,BISHNUPUR,Potato,Rabi       
Manipur,CHANDEL,Potato,Autumn     
Manipur,CHURACHANDPUR,Potato,Winter     
Manipur,IMPHAL EAST,Potato,Autumn     
Manipur,IMPHAL WEST,Potato,Autumn     
Manipur,SENAPATI,Potato,Autumn     
Manipur,TAMENGLONG,Potato,Whole Year 
Manipur,THOUBAL,Potato,Autumn     
Manipur,UKHRUL,Potato,Autumn     
Manipur,BISHNUPUR,Rapeseed &Mustard,Rabi       
Manipur,CHANDEL,Rapeseed &Mustard,Rabi       
Manipur,CHURACHANDPUR,Rapeseed &Mustard,Rabi       
Manipur,IMPHAL EAST,Rapeseed &Mustard,Rabi       
Manipur,IMPHAL WEST,Rapeseed &Mustard,Rabi       
Manipur,SENAPATI,Rapeseed &Mustard,Rabi       
Manipur,TAMENGLONG,Rapeseed &Mustard,Rabi       
Manipur,THOUBAL,Rapeseed &Mustard,Winter     
Manipur,UKHRUL,Rapeseed &Mustard,Rabi       
Manipur,BISHNUPUR,Rice,Kharif     
Manipur,CHANDEL,Rice,Kharif     
Manipur,CHURACHANDPUR,Rice,Kharif     
Manipur,IMPHAL EAST,Rice,Kharif     
Manipur,IMPHAL WEST,Rice,Kharif     
Manipur,SENAPATI,Rice,Kharif     
Manipur,TAMENGLONG,Rice,Kharif     
Manipur,THOUBAL,Rice,Kharif     
Manipur,UKHRUL,Rice,Kharif     
Manipur,CHANDEL,Sesamum,Autumn     
Manipur,CHURACHANDPUR,Sesamum,Kharif     
Manipur,SENAPATI,Sesamum,Kharif     
Manipur,TAMENGLONG,Sesamum,Winter     
Manipur,UKHRUL,Sesamum,Autumn     
Manipur,BISHNUPUR,Soyabean,Kharif     
Manipur,CHANDEL,Soyabean,Autumn     
Manipur,CHURACHANDPUR,Soyabean,Autumn     
Manipur,IMPHAL EAST,Soyabean,Kharif     
Manipur,IMPHAL WEST,Soyabean,Autumn     
Manipur,SENAPATI,Soyabean,Autumn     
Manipur,TAMENGLONG,Soyabean,Kharif     
Manipur,THOUBAL,Soyabean,Kharif     
Manipur,UKHRUL,Soyabean,Autumn     
Manipur,BISHNUPUR,Sugarcane,Whole Year 
Manipur,CHANDEL,Sugarcane,Whole Year 
Manipur,CHURACHANDPUR,Sugarcane,Autumn     
Manipur,IMPHAL EAST,Sugarcane,Whole Year 
Manipur,IMPHAL WEST,Sugarcane,Whole Year 
Manipur,SENAPATI,Sugarcane,Whole Year 
Manipur,TAMENGLONG,Sugarcane,Autumn     
Manipur,THOUBAL,Sugarcane,Whole Year 
Manipur,UKHRUL,Sugarcane,Whole Year 
Manipur,BISHNUPUR,Sweet potato,Whole Year 
Manipur,CHANDEL,Sweet potato,Whole Year 
Manipur,CHURACHANDPUR,Sweet potato,Whole Year 
Manipur,IMPHAL EAST,Sweet potato,Whole Year 
Manipur,IMPHAL WEST,Sweet potato,Whole Year 
Manipur,SENAPATI,Sweet potato,Autumn     
Manipur,TAMENGLONG,Sweet potato,Whole Year 
Manipur,THOUBAL,Sweet potato,Whole Year 
Manipur,UKHRUL,Sweet potato,Whole Year 
Manipur,BISHNUPUR,Tapioca,Whole Year 
Manipur,CHANDEL,Tapioca,Whole Year 
Manipur,CHURACHANDPUR,Tapioca,Whole Year 
Manipur,IMPHAL EAST,Tapioca,Whole Year 
Manipur,IMPHAL WEST,Tapioca,Whole Year 
Manipur,SENAPATI,Tapioca,Autumn     
Manipur,TAMENGLONG,Tapioca,Whole Year 
Manipur,THOUBAL,Tapioca,Whole Year 
Manipur,UKHRUL,Tapioca,Whole Year 
Manipur,BISHNUPUR,Turmeric,Autumn     
Manipur,CHANDEL,Turmeric,Whole Year 
Manipur,CHURACHANDPUR,Turmeric,Autumn     
Manipur,IMPHAL EAST,Turmeric,Autumn     
Manipur,IMPHAL WEST,Turmeric,Whole Year 
Manipur,SENAPATI,Turmeric,Autumn     
Manipur,TAMENGLONG,Turmeric,Whole Year 
Manipur,THOUBAL,Turmeric,Autumn     
Manipur,UKHRUL,Turmeric,Whole Year 
Manipur,BISHNUPUR,Urad,Kharif     
Manipur,CHANDEL,Urad,Kharif     
Manipur,CHURACHANDPUR,Urad,Kharif     
Manipur,IMPHAL EAST,Urad,Kharif     
Manipur,IMPHAL WEST,Urad,Kharif     
Manipur,SENAPATI,Urad,Kharif     
Manipur,TAMENGLONG,Urad,Kharif     
Manipur,THOUBAL,Urad,Kharif     
Manipur,UKHRUL,Urad,Kharif     
Manipur,BISHNUPUR,Wheat,Rabi       
Manipur,CHANDEL,Wheat,Rabi       
Manipur,CHURACHANDPUR,Wheat,Rabi       
Manipur,IMPHAL EAST,Wheat,Rabi       
Manipur,IMPHAL WEST,Wheat,Rabi       
Manipur,SENAPATI,Wheat,Rabi       
Manipur,TAMENGLONG,Wheat,Rabi       
Manipur,THOUBAL,Wheat,Rabi       
Manipur,UKHRUL,Wheat,Rabi       
Meghalaya,EAST GARO HILLS,Arecanut,Whole Year 
Meghalaya,EAST JAINTIA HILLS,Arecanut,Whole Year 
Meghalaya,EAST KHASI HILLS,Arecanut,Whole Year 
Meghalaya,NORTH GARO HILLS,Arecanut,Whole Year 
Meghalaya,RI BHOI,Arecanut,Whole Year 
Meghalaya,SOUTH GARO HILLS,Arecanut,Whole Year 
Meghalaya,SOUTH WEST GARO HILLS,Arecanut,Whole Year 
Meghalaya,SOUTH WEST KHASI HILLS,Arecanut,Whole Year 
Meghalaya,WEST GARO HILLS,Arecanut,Whole Year 
Meghalaya,WEST JAINTIA HILLS,Arecanut,Whole Year 
Meghalaya,WEST KHASI HILLS,Arecanut,Whole Year 
Meghalaya,EAST GARO HILLS,Arhar/Tur,Kharif     
Meghalaya,NORTH GARO HILLS,Arhar/Tur,Kharif     
Meghalaya,SOUTH GARO HILLS,Arhar/Tur,Kharif     
Meghalaya,SOUTH WEST GARO HILLS,Arhar/Tur,Kharif     
Meghalaya,WEST GARO HILLS,Arhar/Tur,Kharif     
Meghalaya,EAST GARO HILLS,Banana,Whole Year 
Meghalaya,EAST JAINTIA HILLS,Banana,Whole Year 
Meghalaya,EAST KHASI HILLS,Banana,Whole Year 
Meghalaya,NORTH GARO HILLS,Banana,Kharif     
Meghalaya,RI BHOI,Banana,Whole Year 
Meghalaya,SOUTH GARO HILLS,Banana,Whole Year 
Meghalaya,SOUTH WEST GARO HILLS,Banana,Kharif     
Meghalaya,SOUTH WEST KHASI HILLS,Banana,Kharif     
Meghalaya,WEST GARO HILLS,Banana,Whole Year 
Meghalaya,WEST JAINTIA HILLS,Banana,Kharif     
Meghalaya,WEST KHASI HILLS,Banana,Whole Year 
Meghalaya,EAST GARO HILLS,Black pepper,Whole Year 
Meghalaya,EAST JAINTIA HILLS,Black pepper,Whole Year 
Meghalaya,EAST KHASI HILLS,Black pepper,Whole Year 
Meghalaya,NORTH GARO HILLS,Black pepper,Whole Year 
Meghalaya,RI BHOI,Black pepper,Whole Year 
Meghalaya,SOUTH GARO HILLS,Black pepper,Whole Year 
Meghalaya,SOUTH WEST GARO HILLS,Black pepper,Whole Year 
Meghalaya,SOUTH WEST KHASI HILLS,Black pepper,Whole Year 
Meghalaya,WEST GARO HILLS,Black pepper,Whole Year 
Meghalaya,WEST JAINTIA HILLS,Black pepper,Whole Year 
Meghalaya,WEST KHASI HILLS,Black pepper,Whole Year 
Meghalaya,EAST GARO HILLS,Cashewnut,Whole Year 
Meghalaya,NORTH GARO HILLS,Cashewnut,Whole Year 
Meghalaya,SOUTH GARO HILLS,Cashewnut,Whole Year 
Meghalaya,SOUTH WEST GARO HILLS,Cashewnut,Whole Year 
Meghalaya,WEST GARO HILLS,Cashewnut,Whole Year 
Meghalaya,EAST GARO HILLS,Castor seed,Rabi       
Meghalaya,NORTH GARO HILLS,Castor seed,Kharif     
Meghalaya,RI BHOI,Castor seed,Kharif     
Meghalaya,SOUTH WEST GARO HILLS,Castor seed,Kharif     
Meghalaya,WEST GARO HILLS,Castor seed,Rabi       
Meghalaya,EAST GARO HILLS,Coriander,Whole Year 
Meghalaya,EAST JAINTIA HILLS,Coriander,Whole Year 
Meghalaya,EAST KHASI HILLS,Coriander,Whole Year 
Meghalaya,NORTH GARO HILLS,Coriander,Whole Year 
Meghalaya,SOUTH GARO HILLS,Coriander,Whole Year 
Meghalaya,SOUTH WEST GARO HILLS,Coriander,Whole Year 
Meghalaya,SOUTH WEST KHASI HILLS,Coriander,Whole Year 
Meghalaya,WEST GARO HILLS,Coriander,Whole Year 
Meghalaya,WEST JAINTIA HILLS,Coriander,Whole Year 
Meghalaya,WEST KHASI HILLS,Coriander,Whole Year 
Meghalaya,EAST GARO HILLS,Cotton(lint),Kharif     
Meghalaya,NORTH GARO HILLS,Cotton(lint),Kharif     
Meghalaya,SOUTH GARO HILLS,Cotton(lint),Kharif     
Meghalaya,SOUTH WEST GARO HILLS,Cotton(lint),Kharif     
Meghalaya,WEST GARO HILLS,Cotton(lint),Kharif     
Meghalaya,EAST GARO HILLS,Cowpea(Lobia),Rabi       
Meghalaya,EAST JAINTIA HILLS,Cowpea(Lobia),Rabi       
Meghalaya,EAST KHASI HILLS,Cowpea(Lobia),Rabi       
Meghalaya,NORTH GARO HILLS,Cowpea(Lobia),Rabi       
Meghalaya,RI BHOI,Cowpea(Lobia),Rabi       
Meghalaya,SOUTH GARO HILLS,Cowpea(Lobia),Rabi       
Meghalaya,SOUTH WEST GARO HILLS,Cowpea(Lobia),Rabi       
Meghalaya,SOUTH WEST KHASI HILLS,Cowpea(Lobia),Rabi       
Meghalaya,WEST GARO HILLS,Cowpea(Lobia),Rabi       
Meghalaya,WEST JAINTIA HILLS,Cowpea(Lobia),Rabi       
Meghalaya,WEST KHASI HILLS,Cowpea(Lobia),Rabi       
Meghalaya,EAST GARO HILLS,Dry chillies,Whole Year 
Meghalaya,EAST JAINTIA HILLS,Dry chillies,Whole Year 
Meghalaya,EAST KHASI HILLS,Dry chillies,Whole Year 
Meghalaya,NORTH GARO HILLS,Dry chillies,Whole Year 
Meghalaya,RI BHOI,Dry chillies,Whole Year 
Meghalaya,SOUTH GARO HILLS,Dry chillies,Whole Year 
Meghalaya,SOUTH WEST GARO HILLS,Dry chillies,Whole Year 
Meghalaya,SOUTH WEST KHASI HILLS,Dry chillies,Whole Year 
Meghalaya,WEST GARO HILLS,Dry chillies,Whole Year 
Meghalaya,WEST JAINTIA HILLS,Dry chillies,Whole Year 
Meghalaya,WEST KHASI HILLS,Dry chillies,Whole Year 
Meghalaya,EAST GARO HILLS,Garlic,Whole Year 
Meghalaya,EAST JAINTIA HILLS,Garlic,Whole Year 
Meghalaya,EAST KHASI HILLS,Garlic,Whole Year 
Meghalaya,RI BHOI,Garlic,Whole Year 
Meghalaya,SOUTH GARO HILLS,Garlic,Whole Year 
Meghalaya,WEST GARO HILLS,Garlic,Whole Year 
Meghalaya,WEST KHASI HILLS,Garlic,Whole Year 
Meghalaya,EAST GARO HILLS,Ginger,Kharif     
Meghalaya,EAST JAINTIA HILLS,Ginger,Kharif     
Meghalaya,EAST KHASI HILLS,Ginger,Kharif     
Meghalaya,NORTH GARO HILLS,Ginger,Kharif     
Meghalaya,RI BHOI,Ginger,Kharif     
Meghalaya,SOUTH GARO HILLS,Ginger,Kharif     
Meghalaya,SOUTH WEST GARO HILLS,Ginger,Kharif     
Meghalaya,SOUTH WEST KHASI HILLS,Ginger,Kharif     
Meghalaya,WEST GARO HILLS,Ginger,Kharif     
Meghalaya,WEST JAINTIA HILLS,Ginger,Kharif     
Meghalaya,WEST KHASI HILLS,Ginger,Kharif     
Meghalaya,EAST GARO HILLS,Gram,Rabi       
Meghalaya,NORTH GARO HILLS,Gram,Rabi       
Meghalaya,SOUTH GARO HILLS,Gram,Rabi       
Meghalaya,SOUTH WEST GARO HILLS,Gram,Rabi       
Meghalaya,WEST GARO HILLS,Gram,Rabi       
Meghalaya,EAST GARO HILLS,Jute,Kharif     
Meghalaya,NORTH GARO HILLS,Jute,Kharif     
Meghalaya,SOUTH GARO HILLS,Jute,Kharif     
Meghalaya,SOUTH WEST GARO HILLS,Jute,Kharif     
Meghalaya,WEST GARO HILLS,Jute,Kharif     
Meghalaya,SOUTH WEST GARO HILLS,Linseed,Rabi       
Meghalaya,WEST GARO HILLS,Linseed,Kharif     
Meghalaya,EAST GARO HILLS,Maize,Kharif     
Meghalaya,EAST JAINTIA HILLS,Maize,Kharif     
Meghalaya,EAST KHASI HILLS,Maize,Kharif     
Meghalaya,NORTH GARO HILLS,Maize,Whole Year 
Meghalaya,RI BHOI,Maize,Kharif     
Meghalaya,SOUTH GARO HILLS,Maize,Kharif     
Meghalaya,SOUTH WEST GARO HILLS,Maize,Whole Year 
Meghalaya,SOUTH WEST KHASI HILLS,Maize,Whole Year 
Meghalaya,WEST GARO HILLS,Maize,Kharif     
Meghalaya,WEST JAINTIA HILLS,Maize,Whole Year 
Meghalaya,WEST KHASI HILLS,Maize,Kharif     
Meghalaya,EAST GARO HILLS,Masoor,Rabi       
Meghalaya,EAST KHASI HILLS,Masoor,Rabi       
Meghalaya,NORTH GARO HILLS,Masoor,Rabi       
Meghalaya,RI BHOI,Masoor,Rabi       
Meghalaya,SOUTH GARO HILLS,Masoor,Rabi       
Meghalaya,SOUTH WEST GARO HILLS,Masoor,Rabi       
Meghalaya,WEST GARO HILLS,Masoor,Rabi       
Meghalaya,EAST GARO HILLS,Mesta,Kharif     
Meghalaya,NORTH GARO HILLS,Mesta,Kharif     
Meghalaya,SOUTH GARO HILLS,Mesta,Kharif     
Meghalaya,SOUTH WEST GARO HILLS,Mesta,Kharif     
Meghalaya,WEST GARO HILLS,Mesta,Kharif     
Meghalaya,EAST JAINTIA HILLS,Mesta,Whole Year 
Meghalaya,EAST KHASI HILLS,Mesta,Whole Year 
Meghalaya,RI BHOI,Mesta,Whole Year 
Meghalaya,WEST KHASI HILLS,Mesta,Whole Year 
Meghalaya,EAST GARO HILLS,Onion,Rabi       
Meghalaya,EAST KHASI HILLS,Onion,Rabi       
Meghalaya,NORTH GARO HILLS,Onion,Rabi       
Meghalaya,RI BHOI,Onion,Rabi       
Meghalaya,SOUTH GARO HILLS,Onion,Rabi       
Meghalaya,SOUTH WEST GARO HILLS,Onion,Rabi       
Meghalaya,SOUTH WEST KHASI HILLS,Onion,Rabi       
Meghalaya,WEST GARO HILLS,Onion,Rabi       
Meghalaya,WEST JAINTIA HILLS,Onion,Rabi       
Meghalaya,WEST KHASI HILLS,Onion,Rabi       
Meghalaya,EAST GARO HILLS,Other  Rabi pulses,Rabi       
Meghalaya,EAST JAINTIA HILLS,Other  Rabi pulses,Rabi       
Meghalaya,EAST KHASI HILLS,Other  Rabi pulses,Rabi       
Meghalaya,RI BHOI,Other  Rabi pulses,Rabi       
Meghalaya,SOUTH GARO HILLS,Other  Rabi pulses,Rabi       
Meghalaya,WEST GARO HILLS,Other  Rabi pulses,Rabi       
Meghalaya,WEST KHASI HILLS,Other  Rabi pulses,Rabi       
Meghalaya,EAST GARO HILLS,Peas & beans (Pulses),Rabi       
Meghalaya,EAST JAINTIA HILLS,Peas & beans (Pulses),Rabi       
Meghalaya,EAST KHASI HILLS,Peas & beans (Pulses),Rabi       
Meghalaya,NORTH GARO HILLS,Peas & beans (Pulses),Rabi       
Meghalaya,RI BHOI,Peas & beans (Pulses),Rabi       
Meghalaya,SOUTH GARO HILLS,Peas & beans (Pulses),Rabi       
Meghalaya,SOUTH WEST GARO HILLS,Peas & beans (Pulses),Rabi       
Meghalaya,SOUTH WEST KHASI HILLS,Peas & beans (Pulses),Rabi       
Meghalaya,WEST GARO HILLS,Peas & beans (Pulses),Rabi       
Meghalaya,WEST JAINTIA HILLS,Peas & beans (Pulses),Rabi       
Meghalaya,WEST KHASI HILLS,Peas & beans (Pulses),Rabi       
Meghalaya,EAST GARO HILLS,Potato,Whole Year 
Meghalaya,EAST JAINTIA HILLS,Potato,Whole Year 
Meghalaya,EAST KHASI HILLS,Potato,Whole Year 
Meghalaya,NORTH GARO HILLS,Potato,Whole Year 
Meghalaya,RI BHOI,Potato,Whole Year 
Meghalaya,SOUTH GARO HILLS,Potato,Whole Year 
Meghalaya,SOUTH WEST GARO HILLS,Potato,Whole Year 
Meghalaya,SOUTH WEST KHASI HILLS,Potato,Whole Year 
Meghalaya,WEST GARO HILLS,Potato,Whole Year 
Meghalaya,WEST JAINTIA HILLS,Potato,Whole Year 
Meghalaya,WEST KHASI HILLS,Potato,Whole Year 
Meghalaya,EAST GARO HILLS,Rapeseed &Mustard,Rabi       
Meghalaya,EAST JAINTIA HILLS,Rapeseed &Mustard,Rabi       
Meghalaya,EAST KHASI HILLS,Rapeseed &Mustard,Rabi       
Meghalaya,NORTH GARO HILLS,Rapeseed &Mustard,Rabi       
Meghalaya,RI BHOI,Rapeseed &Mustard,Rabi       
Meghalaya,SOUTH GARO HILLS,Rapeseed &Mustard,Rabi       
Meghalaya,SOUTH WEST GARO HILLS,Rapeseed &Mustard,Rabi       
Meghalaya,SOUTH WEST KHASI HILLS,Rapeseed &Mustard,Rabi       
Meghalaya,WEST GARO HILLS,Rapeseed &Mustard,Rabi       
Meghalaya,WEST JAINTIA HILLS,Rapeseed &Mustard,Rabi       
Meghalaya,WEST KHASI HILLS,Rapeseed &Mustard,Rabi       
Meghalaya,EAST GARO HILLS,Rice,Kharif     
Meghalaya,EAST JAINTIA HILLS,Rice,Kharif     
Meghalaya,EAST KHASI HILLS,Rice,Kharif     
Meghalaya,NORTH GARO HILLS,Rice,Rabi       
Meghalaya,RI BHOI,Rice,Kharif     
Meghalaya,SOUTH GARO HILLS,Rice,Kharif     
Meghalaya,SOUTH WEST GARO HILLS,Rice,Rabi       
Meghalaya,SOUTH WEST KHASI HILLS,Rice,Rabi       
Meghalaya,WEST GARO HILLS,Rice,Kharif     
Meghalaya,WEST JAINTIA HILLS,Rice,Rabi       
Meghalaya,WEST KHASI HILLS,Rice,Kharif     
Meghalaya,EAST GARO HILLS,Sesamum,Kharif     
Meghalaya,EAST JAINTIA HILLS,Sesamum,Kharif     
Meghalaya,EAST KHASI HILLS,Sesamum,Kharif     
Meghalaya,NORTH GARO HILLS,Sesamum,Kharif     
Meghalaya,RI BHOI,Sesamum,Kharif     
Meghalaya,SOUTH GARO HILLS,Sesamum,Kharif     
Meghalaya,SOUTH WEST GARO HILLS,Sesamum,Kharif     
Meghalaya,SOUTH WEST KHASI HILLS,Sesamum,Kharif     
Meghalaya,WEST GARO HILLS,Sesamum,Kharif     
Meghalaya,WEST JAINTIA HILLS,Sesamum,Kharif     
Meghalaya,WEST KHASI HILLS,Sesamum,Kharif     
Meghalaya,EAST GARO HILLS,Small millets,Kharif     
Meghalaya,EAST JAINTIA HILLS,Small millets,Kharif     
Meghalaya,EAST KHASI HILLS,Small millets,Kharif     
Meghalaya,NORTH GARO HILLS,Small millets,Rabi       
Meghalaya,RI BHOI,Small millets,Kharif     
Meghalaya,SOUTH GARO HILLS,Small millets,Kharif     
Meghalaya,SOUTH WEST GARO HILLS,Small millets,Rabi       
Meghalaya,SOUTH WEST KHASI HILLS,Small millets,Rabi       
Meghalaya,WEST GARO HILLS,Small millets,Kharif     
Meghalaya,WEST JAINTIA HILLS,Small millets,Rabi       
Meghalaya,WEST KHASI HILLS,Small millets,Kharif     
